date,card_en,card_zh,grading_company,grade,psa_grade,price_usd,price_twd,exchange_rate,source,source_platform,listed_price_usd,actual_price_usd,original_price_display,sale_type,owned,url,source_url,data_origin,reconciled_from,rate_basis
2026-02-05,Pikachu,皮卡丘,PSA,10,PSA 10,2437,78715,32.3,ALT,ALT,,2437,,,,,,price_history.csv,,existing price_history.csv rate for date
2026-02-05,Magikarp,鯉魚王,RAW,RAW,Raw,99,3198,32.3,eBay,eBay via 130point,99,99,$99.00 USD,Fixed Price,,https://ebay.com/itm/136900251365?nordt=true,https://ebay.com/itm/136900251365?nordt=true,combined_graded.xlsx,price_history.csv (2026-02-05),existing price_history.csv rate for date
2026-01-25,Pikachu (Jungle),2000叢林皮卡丘,PSA,8,PSA 8,32.4,1047,32.3,Fanatics,Fanatics,,32.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2026-01-20,Venusaur,妙蛙花,PSA,8,PSA 8,1500,48450,32.3,eBay,eBay via 130point,1500,1500,"$1,500.00 USD",Fixed Price,Fixed Price,https://ebay.com/itm/136761026322?nordt=true,https://ebay.com/itm/136761026322?nordt=true,combined_graded.xlsx,price_history.csv (2026-01-20),existing price_history.csv rate for date
2026-01-18,Poliwrath,蚊香士,PSA,8,PSA 8,395,12758,32.3,eBay,eBay via 130point,395,395,$395.00 USD,Fixed Price,,https://ebay.com/itm/136943308679?nordt=true,https://ebay.com/itm/136943308679?nordt=true,combined_graded.xlsx,price_history.csv (2026-01-18),existing price_history.csv rate for date
2026-01-18,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,55.2,1783,32.3,Fanatics,Fanatics,,55.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2026-01-11,Pikachu (Jungle),2000叢林皮卡丘,PSA,7,PSA 7,25.2,814,32.3,Fanatics,Fanatics,,25.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2026-01-05,Venusaur,妙蛙花,PSA,8,PSA 8,800,25840,32.3,eBay,eBay via 130point,1400,800,$800.00 USD,Best Offer Accepted,,https://ebay.com/itm/397446252145?nordt=true,https://ebay.com/itm/397446252145?nordt=true,combined_graded.xlsx,price_history.csv (2026-01-05),existing price_history.csv rate for date
2026-01-03,Zapdos,閃電鳥,PSA,7,PSA 7,475,15342,32.3,eBay,eBay,,475,,,,,,price_history.csv,,existing price_history.csv rate for date
2026-01-02,Alakazam,胡地,PSA,8,PSA 8,400,12920,32.3,eBay,eBay,,400,,,,,,price_history.csv,,existing price_history.csv rate for date
2026-01-01,Zapdos,閃電鳥,PSA,8,PSA 8,305,9852,32.3,eBay,eBay,,305,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-12-29,Pikachu,皮卡丘,PSA,7,PSA 7,140,4522,32.3,eBay,eBay,,140,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-12-28,Charizard,噴火龍,BGS,9,BGS 9,8700,278400,32,Fanatics,Fanatics,,8700,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-12-28,Blastoise,水箭龜,BGS,9,BGS 9,1500,48000,32,Fanatics,Fanatics,,1500,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-12-21,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,31.2,1008,32.3,Fanatics,Fanatics,,31.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-12-16,Ninetales,九尾,PSA,9,PSA 9,540,17442,32.3,eBay,eBay,,540,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-12-16,Poliwrath,蚊香泳士(快泳蛙),PSA,9,PSA 9,600,19380,32.3,eBay,eBay,,600,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-12-14,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,37.2,1202,32.3,Fanatics,Fanatics,,37.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-12-08,Blastoise,水箭龜,PSA,7,PSA 7,519,16764,32.3,eBay,eBay,,519,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-12-08,Venusaur,妙蛙花,PSA,8,PSA 8,1100,35530,32.3,eBay,eBay via 130point,1200,1100,"$1,100.00 USD",Best Offer Accepted,Best Offer Accepted,https://ebay.com/itm/306594928214?nordt=true,https://ebay.com/itm/306594928214?nordt=true,combined_graded.xlsx,price_history.csv (2025-12-08),existing price_history.csv rate for date
2025-11-30,Pikachu,皮卡丘,PSA,7,PSA 7,40,1292,32.3,Fanatics,Fanatics,,40,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-30,Bulbasaur,妙蛙種子,PSA,9,PSA 9,65,2100,32.3,Fanatics,Fanatics,,65,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-28,Mewtwo,超夢,PSA,7,PSA 7,378,12209,32.3,eBay,eBay,,378,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-28,Mewtwo,超夢,PSA,8,PSA 8,530,17119,32.3,eBay,eBay,,530,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-28,Mewtwo,超夢,PSA,8,PSA 8,580,18734,32.3,eBay,eBay,,580,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-28,Gyarados,暴鯉龍,PSA,8,PSA 8,350,11305,32.3,eBay,eBay,,350,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-28,Machamp,怪力,PSA,8,PSA 8,480,15504,32.3,eBay,eBay,,480,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-28,Machamp,怪力,PSA,6,PSA 6,335,10820,32.3,eBay,eBay,,335,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-23,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,62.4,2016,32.3,Fanatics,Fanatics,,62.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-22,Gyarados,暴鯉龍,PSA,9,PSA 9,500,16150,32.3,eBay,eBay,,500,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Mewtwo,超夢,PSA,8,PSA 8,406,13114,32.3,eBay,eBay,,406,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Pikachu,皮卡丘,PSA,9,PSA 9,154,4974,32.3,eBay,eBay,,154,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Zapdos,閃電鳥,PSA,8.5,PSA 8.5,271,8753,32.3,eBay,eBay,,271,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Chansey,吉利蛋,PSA,8,PSA 8,351,11337,32.3,eBay,eBay,,351,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Alakazam,胡地,PSA,8,PSA 8,326,10530,32.3,eBay,eBay,,326,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Gyarados,暴鯉龍,PSA,7,PSA 7,222,7171,32.3,eBay,eBay,,222,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Nidoking,尼多王,PSA,7,PSA 7,149,4813,32.3,eBay,eBay,,149,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Ninetales,九尾,PSA,8,PSA 8,271,8753,32.3,eBay,eBay,,271,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Raichu,雷丘,PSA,8,PSA 8,202,6525,32.3,eBay,eBay,,202,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Clefairy,皮皮,PSA,8,PSA 8,304,9819,32.3,eBay,eBay,,304,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Magneton,三合一磁怪,PSA,8,PSA 8,203,6557,32.3,eBay,eBay,,203,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Hitmonchan,快拳郎(艾比郎),PSA,8,PSA 8,174,5620,32.3,eBay,eBay,,174,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-20,Poliwrath,蚊香泳士(快泳蛙),PSA,8,PSA 8,203,6557,32.3,eBay,eBay,,203,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-16,Pikachu,皮卡丘,PSA,7,PSA 7,49,1583,32.3,Fanatics,Fanatics,,49,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-16,Magikarp,鯉魚王,PSA,10,PSA 10,464,14987,32.3,eBay,eBay,,464,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-09,Charizard,噴火龍,PSA,8,PSA 8,3360,108528,32.3,Fanatics,Fanatics,3360,3360,"$3,360",Auction,Auction,https://www.fanaticscollect.com/weekly/de75d64e-b430-11f0-aec4-0a58a9feac02,https://www.fanaticscollect.com/weekly/de75d64e-b430-11f0-aec4-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-11-09),existing price_history.csv rate for date
2025-11-09,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,26.4,853,32.3,Fanatics,Fanatics,,26.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-09,Pikachu (Jungle),2000叢林皮卡丘,PSA,8,PSA 8,20.4,659,32.3,Fanatics,Fanatics,,20.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-09,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,36,1163,32.3,Fanatics,Fanatics,,36,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-02,Charizard,噴火龍,PSA,8,PSA 8,3240,104652,32.3,Fanatics,Fanatics,3240,3240,"$3,240",Auction,Auction,https://www.fanaticscollect.com/weekly/0a758538-aecc-11f0-ae8e-0a58a9feac02,https://www.fanaticscollect.com/weekly/0a758538-aecc-11f0-ae8e-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-11-02),existing price_history.csv rate for date
2025-11-02,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,24,775,32.3,Fanatics,Fanatics,,24,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-11-02,Pikachu (Jungle),2000叢林皮卡丘,PSA,9.5,PSA 9.5,32.4,1047,32.3,Fanatics,Fanatics,,32.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-27,Charizard,噴火龍,PSA,7,PSA 7,2640,85272,32.3,eBay,eBay,,2640,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-26,Raichu,雷丘,PSA,8,PSA 8,469,15149,32.3,Fanatics,Fanatics,469,469,$469,Buy Now,,https://www.fanaticscollect.com/fixed/30f838d0-ac2f-11f0-9fd4-0a58a9feac02,https://www.fanaticscollect.com/fixed/30f838d0-ac2f-11f0-9fd4-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-10-26),existing price_history.csv rate for date
2025-10-26,Charmander,小火龍,PSA,8,PSA 8,40,1292,32.3,Fanatics,Fanatics,,40,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-14,Charmander,小火龍,PSA,10,PSA 10,1200,38760,32.3,eBay,eBay,,1200,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-12,Zapdos,閃電鳥,PSA,8,PSA 8,295,9529,32.3,eBay,eBay,,295,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-08,Mewtwo,超夢,PSA,8,PSA 8,466,15052,32.3,eBay,eBay,,466,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-08,Zapdos,閃電鳥,PSA,9,PSA 9,611,19735,32.3,eBay,eBay,,611,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-08,Chansey,吉利蛋,PSA,8,PSA 8,314,10142,32.3,eBay,eBay,,314,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-08,Alakazam,胡地,PSA,7,PSA 7,224,7235,32.3,eBay,eBay,,224,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-08,Gyarados,暴鯉龍,PSA,6,PSA 6,219,7074,32.3,eBay,eBay,,219,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-08,Machamp,怪力,PSA,8,PSA 8,241,7784,32.3,eBay,eBay,,241,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-08,Ninetales,九尾,PSA,9,PSA 9,549,17733,32.3,eBay,eBay,,549,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-08,Clefairy,皮皮,PSA,8,PSA 8,251,8107,32.3,eBay,eBay,,251,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-08,Hitmonchan,快拳郎(艾比郎),PSA,8,PSA 8,255,8237,32.3,eBay,eBay,,255,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-08,Poliwrath,蚊香泳士(快泳蛙),PSA,8,PSA 8,219,7074,32.3,eBay,eBay,,219,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-07,Pikachu,皮卡丘,PSA,9,PSA 9,355,11466,32.3,eBay,eBay,,355,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-06,Raichu,雷丘,PSA,8,PSA 8,499,16118,32.3,Fanatics,Fanatics,499,499,$499,Buy Now,,https://www.fanaticscollect.com/fixed/4b3989b8-a4e9-11ef-921f-0a58a9feac02,https://www.fanaticscollect.com/fixed/4b3989b8-a4e9-11ef-921f-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-10-06),existing price_history.csv rate for date
2025-10-06,Charmander,小火龍,PSA,10,PSA 10,690,22287,32.3,eBay,eBay,,690,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-10-05,Ninetales,九尾,PSA,8,PSA 8,399,12888,32.3,Fanatics,Fanatics,399,399,$399,Buy Now,,https://www.fanaticscollect.com/fixed/4b3fc576-a4e9-11ef-833e-0a2e1c4db687,https://www.fanaticscollect.com/fixed/4b3fc576-a4e9-11ef-833e-0a2e1c4db687,combined_graded.xlsx,price_history.csv (2025-10-05),existing price_history.csv rate for date
2025-10-05,Magneton,三磁怪,PSA,8,PSA 8,399,12888,32.3,Fanatics,Fanatics,399,399,$399,Buy Now,,https://www.fanaticscollect.com/fixed/4b519f08-a4e9-11ef-905e-066fd678f893,https://www.fanaticscollect.com/fixed/4b519f08-a4e9-11ef-905e-066fd678f893,combined_graded.xlsx,price_history.csv (2025-10-05),existing price_history.csv rate for date
2025-10-01,Hitmonchan,快拳郎,PSA,8,PSA 8,265,8560,32.3,Fanatics,Fanatics,265,265,$265,Buy Now,,https://www.fanaticscollect.com/fixed/de93b16c-a4e8-11ef-a726-0a2e1c4db687,https://www.fanaticscollect.com/fixed/de93b16c-a4e8-11ef-a726-0a2e1c4db687,combined_graded.xlsx,price_history.csv (2025-10-01),existing price_history.csv rate for date
2025-09-28,Charizard,噴火龍,BGS,7.5,BGS 7.5,4920,158916,32.3,Fanatics,Fanatics,,4920,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-09-23,Alakazam,胡地,PSA,8,PSA 8,360,11628,32.3,eBay,eBay,,360,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-09-14,Mewtwo,超夢,PSA,9,PSA 9,728,23514,32.3,eBay,eBay,,728,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-09-06,Raichu,雷丘,PSA,8,PSA 8,233,7526,32.3,Fanatics,Fanatics,233,233,$233,Buy Now,,https://www.fanaticscollect.com/fixed/9515f102-8b9d-11f0-b972-0612914d4255,https://www.fanaticscollect.com/fixed/9515f102-8b9d-11f0-b972-0612914d4255,combined_graded.xlsx,price_history.csv (2025-09-06),existing price_history.csv rate for date
2025-09-05,Pikachu,皮卡丘,PSA,9,PSA 9,400,12920,32.3,eBay,eBay,,400,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-09-05,Alakazam,胡地,PSA,8,PSA 8,399,12888,32.3,Fanatics,Fanatics,399,399,$399,Buy Now,,https://www.fanaticscollect.com/fixed/c05777e2-a4e8-11ef-a7a6-0a2e1c4db687,https://www.fanaticscollect.com/fixed/c05777e2-a4e8-11ef-a7a6-0a2e1c4db687,combined_graded.xlsx,price_history.csv (2025-09-05),existing price_history.csv rate for date
2025-09-04,Charizard,噴火龍,PSA,8.5,PSA 8.5,6806,219834,32.3,eBay,eBay,,6806,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-09-04,Blastoise,水箭龜,PSA,8.5,PSA 8.5,1326,42830,32.3,eBay,eBay,,1326,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-09-04,Venusaur,妙蛙花,PSA,9,PSA 9,1225,39568,32.3,eBay,eBay,,1225,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-09-02,Magikarp,鯉魚王,PSA,9,PSA 9,24.5,791,32.3,eBay,eBay,,24.5,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-09-01,Mewtwo,超夢,PSA,7,PSA 7,200,6460,32.3,eBay,eBay,,200,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-08-27,Zapdos,閃電鳥,PSA,8,PSA 8,250,8075,32.3,eBay,eBay,,250,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-08-22,Pikachu,皮卡丘,PSA,10,PSA 10,870,28101,32.3,eBay,eBay,,870,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-08-18,Magikarp,鯉魚王,RAW,RAW,裸卡,51,1647,32.3,eBay,eBay,,51,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-08-18,Magikarp,鯉魚王,RAW,RAW,裸卡,51,1647,32.3,eBay,eBay,,51,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-08-18,Charmeleon,火恐龍,RAW,RAW,RAW,22.5,727,32.3,eBay,eBay,,22.5,$22.50,,,,,user_screenshot,,existing price_history.csv rate for date
2025-08-18,Charmeleon,火恐龍,RAW,RAW,RAW,18.01,582,32.3,eBay,eBay,,18.01,$18.01,,,,,user_screenshot,,existing price_history.csv rate for date
2025-08-18,Charmeleon,火恐龍,RAW,RAW,RAW,15,485,32.3,eBay,eBay,,15,$15.00,,,,,user_screenshot,,existing price_history.csv rate for date
2025-08-04,Blastoise,水箭龜,PSA,8,PSA 8,588,18992,32.3,Fanatics,Fanatics,588,588,$588,Auction,,https://www.fanaticscollect.com/weekly/7f712faa-62f9-11f0-b4f1-0a58a9feac02,https://www.fanaticscollect.com/weekly/7f712faa-62f9-11f0-b4f1-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-08-04),existing price_history.csv rate for date
2025-07-28,Squirtle,傑尼龜,PSA,10,PSA 10,750,24225,32.3,eBay,eBay,,750,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-07-15,Mewtwo,超夢,PSA,8,PSA 8,300,9690,32.3,Fanatics,Fanatics,300,300,$300,Buy Now,,https://www.fanaticscollect.com/fixed/4b463604-a4e9-11ef-aa0e-066fd678f893,https://www.fanaticscollect.com/fixed/4b463604-a4e9-11ef-aa0e-066fd678f893,combined_graded.xlsx,price_history.csv (2025-07-15),existing price_history.csv rate for date
2025-07-06,Charizard,噴火龍,PSA,7,PSA 7,4644,150001,32.3,社團,社團,,4644,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-07-04,Poliwrath,蚊香泳士(快泳蛙),PSA,8,PSA 8,150,4845,32.3,eBay,eBay,,150,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-06-29,Charizard,噴火龍,BGS,8.5,BGS 8.5,3240,104652,32.3,Fanatics,Fanatics,,3240,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-06-29,Charizard,噴火龍,BGS,8,BGS 8,2190,70737,32.3,Fanatics,Fanatics,,2190,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-06-29,Charizard,噴火龍,PSA,8,PSA 8,3950,127585,32.3,eBay,eBay,,3950,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-06-22,Charizard,噴火龍,BGS,8.5,BGS 8.5,4080,131784,32.3,Fanatics,Fanatics,,4080,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-06-22,Zapdos,閃電鳥,PSA,9,PSA 9,333,10756,32.3,eBay,eBay,,333,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-06-16,Machamp,怪力,PSA,8.5,PSA 8.5,275,8883,32.3,eBay,eBay,,275,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-06-09,Hitmonchan,快拳郎(艾比郎),PSA,8,PSA 8,130,4199,32.3,eBay,eBay,,130,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-06-07,Wartortle,卡咪龜,PSA,10,PSA 10,175.5,5669,32.3,eBay,eBay,,175.5,$175.50 USD,,,,,user_screenshot,,prior available price_history.csv rate (2025-05-25)
2025-05-25,Venusaur,妙蛙花,PSA,9,PSA 9,876,28295,32.3,Fanatics,Fanatics,876,876,$876,Buy Now,,https://www.fanaticscollect.com/fixed/b989a0f6-b0d3-11ef-b89a-0a58a9feac02,https://www.fanaticscollect.com/fixed/b989a0f6-b0d3-11ef-b89a-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-05-25),existing price_history.csv rate for date
2025-05-18,Charmander,小火龍,PSA,10,PSA 10,690,22287,32.3,Fanatics,Fanatics,690,690,$690,Auction,,https://www.fanaticscollect.com/weekly/2436d5a2-26f6-11f0-947b-0a58a9feac02,https://www.fanaticscollect.com/weekly/2436d5a2-26f6-11f0-947b-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-05-18),existing price_history.csv rate for date
2025-05-11,Blastoise,水箭龜,PSA,8.5,PSA 8.5,428,13824,32.3,eBay,eBay,,428,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-05-11,Mewtwo,超夢,PSA,9,PSA 9,760,24548,32.3,eBay,eBay,,760,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-05-11,Charmander,小火龍,PSA,10,PSA 10,630,20349,32.3,Fanatics,Fanatics,630,630,$630,Auction,,https://www.fanaticscollect.com/weekly/24374c62-26f6-11f0-9eff-0a58a9feac02,https://www.fanaticscollect.com/weekly/24374c62-26f6-11f0-9eff-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-05-11),existing price_history.csv rate for date
2025-05-11,Squirtle,傑尼龜,PSA,10,PSA 10,288,9302,32.3,Fanatics,Fanatics,288,288,$288,Auction,,https://www.fanaticscollect.com/weekly/2437d4ca-26f6-11f0-8d31-0a58a9feac02,https://www.fanaticscollect.com/weekly/2437d4ca-26f6-11f0-8d31-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-05-11),existing price_history.csv rate for date
2025-05-05,Pikachu,皮卡丘,PSA,9,PSA 9,150,4845,32.3,eBay,eBay,,150,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-04-27,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,43.2,1395,32.3,Fanatics,Fanatics,,43.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2025-04-25,Wartortle,卡咪龜,PSA,10,PSA 10,113.48,3688,32.5,eBay,eBay,,113.48,"NT$3,688",,,,,user_screenshot,,prior available price_history.csv rate (2025-04-15)
2026-07-24,Ivysaur,妙蛙草,PSA,8,PSA 8,61,1970,32.3,eBay,eBay,,61,$61.00,,,,,user_screenshot,,existing price_history.csv rate for date
2026-07-23,Ivysaur,妙蛙草,PSA,8,PSA 8,51,1647,32.3,eBay,eBay,,51,$51.00,,,,,user_screenshot,,existing price_history.csv rate for date
2026-06-10,Ivysaur,妙蛙草,RAW,RAW,RAW,67.88,2193,32.3,eBay,eBay,,67.88,$67.88,,,,,user_screenshot,,existing price_history.csv rate for date
2026-02-25,Ivysaur,妙蛙草,PSA,10,PSA 10,399,12888,32.3,eBay,eBay,,399,$399.00,,,,,user_screenshot,,existing price_history.csv rate for date
2026-01-24,Ivysaur,妙蛙草,PSA,9,PSA 9,78,2519,32.3,eBay,eBay,,78,$78.00,,,,,user_screenshot,,existing price_history.csv rate for date
